종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
469150,ACE AI반도체포커스,2023.10.17,주식-업종섹터-업종테마,한국투자신탁운용,0,FnGuide AI 반도체 포커스 지수(시장가격),0.32,59683724280,-0.35,매우높음,실물(패시브),0.3,비과세
487340,ACE CD금리&초단기채권액티브,2024.7.9,채권-회사채-단기,한국투자신탁운용,0,MK-KAP CD 금리 & 초단기 채권 총수익 지수,0.02,56194081619,0.03,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
385590,ACE ESG액티브,2021.5.25,주식-전략-전략테마,한국투자신탁운용,13.29,MSCI Korea Country ESG Leaders Custom Capped Price return Index,5.55,28204250743,-0.38,보통,실물(액티브),0.5,배당소득세(보유기간과세)
380340,ACE Fn5G플러스,2021.4.2,주식-업종섹터-업종테마,한국투자신탁운용,21.88,FnGuide 5G플러스 지수 (시장가격),0.7,7626882302,-0.56,매우높음,실물(패시브),0.35,비과세
226380,ACE Fn성장소비주도주,2015.8.19,주식-전략-전략테마,한국투자신탁운용,3.42,FnGuide 성장소비주도 지수,0.55,6667354236,-0.19,보통,실물(패시브),0.5,비과세
414270,ACE G2전기차&자율주행액티브,2022.2.15,주식-전략-전략테마,한국투자신탁운용,-2.08,FactSet US-China Electric&Autonomous Vehicle Price Return Index,12.99,62131613313,-0.21,높음,실물(액티브),0.29,배당소득세(보유기간과세)
475050,ACE KPOP포커스,2024.1.30,주식-업종섹터-업종테마,한국투자신탁운용,0,iSelect K-POP 포커스지수(시장가격),0.06,20808276326,-0.28,매우높음,실물(패시브),0.3,비과세
411060,ACE KRX금현물,2021.12.15,원자재-금속-금,한국투자신탁운용,37.31,KRX 금현물지수,0.06,2.74272E+11,0.84,보통,실물(패시브),0.5,배당소득세(보유기간과세)
225130,ACE 골드선물 레버리지(합성 H),2015.7.28,원자재-금속-금,한국투자신탁운용,36.75,S&P GSCI GOLD Index Excess Return,0.43,9027840814,0.91,매우높음,합성(패시브),0.49,배당소득세(보유기간과세)
483340,ACE 구글밸류체인액티브,2024.6.11,주식-업종섹터-업종테마,한국투자신탁운용,0,KEDI 글로벌 AI 클라우드 지수,8.16,44443859555,0.69,매우높음,실물(액티브),0.45,배당소득세(보유기간과세)
365780,ACE 국고채10년,2020.10.15,채권-국공채-장기,한국투자신탁운용,4.05,KIS 10년 국고채 지수 (총수익),0.15,1.6644E+11,0.01,매우낮음,실물(패시브),0.02,배당소득세(보유기간과세)
114460,ACE 국고채3년,2009.7.31,채권-국공채-중기,한국투자신탁운용,1.19,KTB INDEX(시장가격),0.15,18543279894,0.02,매우낮음,실물(패시브),0.15,배당소득세(보유기간과세)
411050,ACE 글로벌메타버스테크액티브,2021.12.22,주식-업종섹터-업종테마,한국투자신탁운용,48.28,Bloomberg Global Digital Media & Tech Select Price Return Index,12.46,19462132006,-0.11,보통,실물(액티브),0.5,배당소득세(보유기간과세)
446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,2022.11.15,주식-업종섹터-업종테마,한국투자신탁운용,75.06,Solactive Global Semiconductor TOP4 Plus Price Return Index,2.23,4.66867E+11,3.11,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
435040,ACE 글로벌브랜드TOP10블룸버그,2022.6.28,주식-전략-전략테마,한국투자신탁운용,29.79,Bloomberg Global Select Industry Leaders TOP10 Index(PR),1.64,14368358597,0.16,낮음,실물(패시브),0.5,배당소득세(보유기간과세)
460960,ACE 글로벌인컴TOP10 SOLACTIVE,2023.7.11,혼합자산-주식+채권,한국투자신탁운용,12.01,Solactive Global Superior Income TOP 10 Price Return Index,1.21,21312192910,0.23,매우낮음,실물(패시브),0.24,배당소득세(보유기간과세)
440640,ACE 단기채권알파액티브,2022.8.23,채권-혼합-단기,한국투자신탁운용,3.96,KIS 단기채권알파AA-이상 총수익지수,0.08,55321702748,0.03,매우낮음,실물(액티브),0.15,배당소득세(보유기간과세)
190620,ACE 단기통안채,2013.12.23,채권-국공채-단기,한국투자신탁운용,0.24,KIS MSB 단기지수(총수익),0.04,1.53488E+11,0.01,매우낮음,실물(패시브),0.07,배당소득세(보유기간과세)
265690,ACE 러시아MSCI(합성),2017.3.21,주식-시장대표,한국투자신탁운용,-1.51,MSCI Russia 25% Capped Price Return Index,1.78,86154091,20181.3,매우낮음,합성(패시브),0,배당소득세(보유기간과세)
152500,ACE 레버리지,2012.1.27,주식-시장대표,한국투자신탁운용,24.39,코스피 200,3.14,11288647106,0.13,매우높음,실물(패시브),0.3,배당소득세(보유기간과세)
483330,ACE 마이크로소프트밸류체인액티브,2024.6.11,주식-업종섹터-업종테마,한국투자신탁운용,0,KEDI 글로벌생성형AI 지수,11.16,46082416507,0.73,높음,실물(액티브),0.45,배당소득세(보유기간과세)
291130,ACE 멕시코MSCI(합성),2018.3.9,주식-시장대표,한국투자신탁운용,0.35,MSCI MEXICO IMI 25/50 Price return Index,1.43,13050760372,-0.45,높음,합성(패시브),0.5,배당소득세(보유기간과세)
452250,ACE 미국30년국채선물레버리지(합성 H),2023.2.7,채권-국공채-장기,한국투자신탁운용,-20.27,S&P Ultra T-Bond Futures Index(ER),0.37,85397741876,-0.97,매우높음,합성(패시브),0.25,배당소득세(보유기간과세)
476760,ACE 미국30년국채액티브,2024.3.12,채권-국공채-장기,한국투자신탁운용,0,Bloomberg U.S Treasury 20+ Year Total Return Index,1.72,31049209100,-0.19,낮음,실물(액티브),0.05,배당소득세(보유기간과세)
453850,ACE 미국30년국채액티브(H),2023.3.14,채권-국공채-장기,한국투자신탁운용,-10.15,Bloomberg U.S Treasury 20+ Year Total Return Index,4.16,1.41181E+12,-0.07,보통,실물(액티브),0.05,배당소득세(보유기간과세)
476750,ACE 미국30년국채엔화노출액티브(H),2024.3.12,채권-국공채-장기,한국투자신탁운용,0,Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged,3.43,81927426647,0.04,낮음,실물(액티브),0.15,배당소득세(보유기간과세)
480030,ACE 미국500 15%프리미엄분배(합성),2024.4.23,주식-전략-구조화,한국투자신탁운용,0,Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index,0.65,89879020111,0.19,매우낮음,합성(패시브),0.45,배당소득세(보유기간과세)
280320,ACE 미국IT인터넷S&P(합성 H),2017.10.17,주식-업종섹터-정보기술,한국투자신탁운용,15.28,다우존스 인터넷 종합지수,0.91,12847085282,0.32,높음,합성(패시브),0.5,배당소득세(보유기간과세)
360200,ACE 미국S&P500,2020.8.7,주식-시장대표,한국투자신탁운용,35.26,S&P 500,0.13,1.19469E+12,0.29,낮음,실물(패시브),0.07,배당소득세(보유기간과세)
438080,ACE 미국S&P500채권혼합액티브,2022.8.26,혼합자산-주식+채권,한국투자신탁운용,21.78,S&P500 and Short-Term Treasury 30/70 Blend Index,1.96,91019959428,0.16,매우낮음,실물(액티브),0.15,배당소득세(보유기간과세)
309230,ACE 미국WideMoat가치주,2018.10.25,주식-전략-가치,한국투자신탁운용,20.9,MorningStar Wide Moat Focus Index,0.41,1.09E+11,0.19,낮음,실물(패시브),0.4,배당소득세(보유기간과세)
367380,ACE 미국나스닥100,2020.10.29,주식-시장대표,한국투자신탁운용,38.72,NASDAQ 100,0.12,9.62225E+11,0.58,보통,실물(패시브),0.07,배당소득세(보유기간과세)
438100,ACE 미국나스닥100채권혼합액티브,2022.8.26,혼합자산-주식+채권,한국투자신탁운용,22.19,NASDAQ-100 US T-Bills 30/70 Index,2.94,41096720512,-0.07,매우낮음,실물(액티브),0.15,배당소득세(보유기간과세)
181480,ACE 미국다우존스리츠(합성 H),2013.8.1,부동산-리츠,한국투자신탁운용,7,Dow Jones U.S. Real Estate Index,1.25,13323071392,0.74,높음,합성(패시브),0.3,배당소득세(분리과세부동산ETF)
456880,ACE 미국달러SOFR금리(합성),2023.4.25,기타,한국투자신탁운용,15.64,Solactive SOFR Daily Total Return Index,0.04,1.17635E+11,0.06,매우낮음,합성(패시브),0.05,배당소득세(보유기간과세)
440650,ACE 미국달러단기채권액티브,2022.8.23,채권-국공채-단기,한국투자신탁운용,14.86,Bloomberg Short-Term Treasury Total Return Index,0.36,12152900191,0.06,매우낮음,실물(액티브),0.3,배당소득세(보유기간과세)
480040,ACE 미국반도체15%프리미엄분배(합성),2024.4.23,주식-전략-구조화,한국투자신탁운용,0,Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index,0.65,87887126213,2.64,매우높음,합성(패시브),0.45,배당소득세(보유기간과세)
402970,ACE 미국배당다우존스,2021.10.21,주식-전략-배당,한국투자신탁운용,22.17,Dow Jones U.S. Dividend 100 Price Return Index,0.66,3.82379E+11,0.08,낮음,실물(패시브),0.01,배당소득세(보유기간과세)
480020,ACE 미국빅테크7+ 15%프리미엄분배(합성),2024.4.23,주식-전략-구조화,한국투자신탁운용,0,Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index,0.65,1.64852E+11,-0.16,높음,합성(패시브),0.45,배당소득세(보유기간과세)
465580,ACE 미국빅테크TOP7 Plus,2023.9.12,주식-업종섹터-업종테마,한국투자신탁운용,0,Solactive US Big Tech Top 7 Plus Price Return Index,0.15,4.44994E+11,0.9,높음,실물(패시브),0.3,배당소득세(보유기간과세)
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),2023.9.12,주식-업종섹터-업종테마,한국투자신탁운용,0,Solactive US Big Tech Top 7 Plus Price Return Index,0.38,58619574777,1.4,매우높음,합성(패시브),0.6,배당소득세(보유기간과세)
465620,ACE 미국빅테크TOP7 Plus인버스(합성),2023.9.12,주식-업종섹터-업종테마,한국투자신탁운용,0,Solactive US Big Tech Top 7 Plus Price Return Index,0.55,2476003347,-0.24,높음,합성(패시브),0.6,배당소득세(보유기간과세)
391590,ACE 미국스팩&IPO INDXX,2021.8.5,주식-전략-전략테마,한국투자신탁운용,-9.73,Indxx SPAC & NEXTGEN IPO Price return Index,3.56,1068575748,-2.77,높음,실물(패시브),0.7,배당소득세(보유기간과세)
473590,ACE 미국주식베스트셀러,2023.12.27,주식-전략-전략테마,한국투자신탁운용,0,FnGuide 미국 주식 베스트셀러 지수(시장가격지수),0.59,15838248149,0.74,높음,실물(패시브),0.3,배당소득세(보유기간과세)
391600,ACE 미국친환경그린테마INDXX,2021.8.5,주식-전략-전략테마,한국투자신탁운용,-12.92,Indxx US Green Infrastructure Price return Index,0.53,19163446103,-1.58,높음,실물(패시브),0.7,배당소득세(보유기간과세)
455660,ACE 미국하이일드액티브(H),2023.4.18,채권-회사채-중기,한국투자신탁운용,0.65,Markit iBoxx USD Liquid High Yield Total Return Index,3.03,9064618333,-0.42,매우낮음,실물(액티브),0.24,배당소득세(보유기간과세)
143460,ACE 밸류대형,2011.6.21,주식-규모-대형주,한국투자신탁운용,19.26,FnGuide-RAFI 코리아 대형 지수,0.96,5314960770,-0.38,보통,실물(패시브),0.15,비과세
245710,ACE 베트남VN30(합성),2016.7.1,주식-시장대표,한국투자신탁운용,12.24,VN30 Index(PR),0.22,2.98042E+11,-1.64,보통,합성(패시브),0.7,배당소득세(보유기간과세)
371130,ACE 베트남VN30선물블룸버그레버리지(H),2020.11.25,주식-시장대표,한국투자신탁운용,8.1,Bloomberg VN30 Futures Excess Return Index,3.42,6914836414,-1.52,매우높음,실물(패시브),0.7,배당소득세(보유기간과세)
131890,ACE 삼성그룹동일가중,2010.9.17,주식-전략-기업그룹,한국투자신탁운용,13.12,MKF SAMs EW 지수,0.85,9336720692,-0.29,보통,실물(패시브),0.15,비과세
108450,ACE 삼성그룹섹터가중,2009.2.3,주식-전략-기업그룹,한국투자신탁운용,0.56,MKF SAMs SW,0.35,56713715896,-0.36,보통,실물(패시브),0.15,비과세
322130,ACE 스마트로우볼,2019.4.16,주식-전략-변동성,한국투자신탁운용,18.39,FnGuide 스마트 로우볼 지수,0.8,1740302883,-0.85,보통,실물(패시브),0.19,비과세
272220,ACE 스마트모멘텀,2017.7.11,주식-전략-성장,한국투자신탁운용,15.15,FnGuide 스마트 모멘텀 지수,0.75,1663756966,-0.86,보통,실물(패시브),0.19,비과세
272230,ACE 스마트밸류,2017.7.11,주식-전략-가치,한국투자신탁운용,20.9,FnGuide 스마트 밸류 지수,0.74,1572528608,-0.86,보통,실물(패시브),0.19,비과세
322120,ACE 스마트퀄리티,2019.4.16,주식-전략-혼합/퀀트,한국투자신탁운용,9.29,FnGuide 스마트 퀄리티 지수,0.46,3384035859,-0.89,보통,실물(패시브),0.19,비과세
322150,ACE 스마트하이베타,2019.4.16,주식-전략-변동성,한국투자신탁운용,5.7,FnGuide 스마트 하이베타 지수,0.49,2822381521,-0.86,보통,실물(패시브),0.19,비과세
316300,ACE 싱가포르리츠,2019.1.29,부동산-리츠,한국투자신탁운용,2.86,Morningstar Singapore REIT Yield Focus Index(PR),1.14,6315295663,-0.4,낮음,실물(패시브),0.4,배당소득세(분리과세부동산ETF)
277540,ACE 아시아TOP50S&P,2017.8.23,주식-시장대표,한국투자신탁운용,24.45,S&P ASIA50 Price Return Index,3.07,23603772044,-1.5,보통,실물(패시브),0.7,배당소득세(보유기간과세)
483420,ACE 애플밸류체인액티브,2024.6.11,주식-업종섹터-업종테마,한국투자신탁운용,0,Bloomberg Top 30 Supply Chain Plus Apple Price Return Index,16.78,65432491141,0.57,매우높음,실물(액티브),0.45,배당소득세(보유기간과세)
483320,ACE 엔비디아밸류체인액티브,2024.6.11,주식-업종섹터-업종테마,한국투자신탁운용,0,KEDI 글로벌AI반도체 지수,14.77,1.30253E+11,2.85,매우높음,실물(액티브),0.45,배당소득세(보유기간과세)
448540,ACE 엔비디아채권혼합블룸버그,2022.11.29,혼합자산-주식+채권,한국투자신탁운용,43.15,Bloomberg Blended NVIDIA Equity and Korean Bond Index,2.15,1.44907E+11,0.37,보통,실물(패시브),0.07,배당소득세(보유기간과세)
433500,ACE 원자력테마딥서치,2022.6.28,주식-업종섹터-업종테마,한국투자신탁운용,52.55,DeepSearch 원자력테마 지수 (시장가격지수),0.59,16284836668,-0.05,높음,실물(패시브),0.3,비과세
256440,ACE 인도네시아MSCI(합성),2016.11.1,주식-시장대표,한국투자신탁운용,-5.66,MSCI Indonesia Index,0.31,48552744631,0.16,낮음,합성(패시브),0.7,배당소득세(보유기간과세)
145670,ACE 인버스,2011.9.8,주식-시장대표,한국투자신탁운용,-10.25,코스피 200 선물지수,0.19,2472124117,0.02,보통,실물(패시브),0.15,배당소득세(보유기간과세)
238720,ACE 일본Nikkei225(H),2016.3.3,주식-시장대표,한국투자신탁운용,28.24,Nikkei 225,1.03,29031630523,-2.23,보통,실물(패시브),0.3,배당소득세(해외주식투자전용ETF)
196030,ACE 일본TOPIX레버리지(H),2014.6.16,주식-시장대표,한국투자신탁운용,68.85,TOPIX,4.29,24959824763,-2.72,매우높음,실물(패시브),0.5,배당소득세(보유기간과세)
205720,ACE 일본TOPIX인버스(합성 H),2014.9.29,주식-시장대표,한국투자신탁운용,-25.41,TOPIX,1.34,6385045145,0.99,보통,합성(패시브),0.5,배당소득세(보유기간과세)
469160,ACE 일본반도체,2023.10.17,주식-업종섹터-업종테마,한국투자신탁운용,0,Bloomberg Japan Semiconductor Select Top 25 Index(Price Return),0.68,37945108398,-4,높음,실물(패시브),0.45,배당소득세(보유기간과세)
356540,ACE 종합채권(AA-이상)KIS액티브,2020.7.21,채권-혼합-중기,한국투자신탁운용,7.58,KIS 종합채권 AA-이상 총수익 지수(Total return Index),0.27,7.80772E+11,-0.04,매우낮음,실물(액티브),0.02,배당소득세(보유기간과세)
447430,ACE 주주환원가치주액티브,2022.11.15,주식-전략-가치,한국투자신탁운용,15.21,FnGuide 올라운드 가치주 지수,7.93,16298783266,0.06,낮음,실물(액티브),0.7,배당소득세(보유기간과세)
416090,ACE 중국과창판STAR50,2022.1.13,주식-시장대표,한국투자신탁운용,-21.06,STAR 50 Index(Price Return),0.78,4395665997,-1.45,높음,실물(패시브),0.5,배당소득세(보유기간과세)
168580,ACE 중국본토CSI300,2012.11.29,주식-시장대표,한국투자신탁운용,-0.93,CSI 300 Index,1.51,1.08444E+11,0.03,낮음,실물(패시브),0.7,배당소득세(해외주식투자전용ETF)
219900,ACE 중국본토CSI300레버리지(합성),2015.5.28,주식-시장대표,한국투자신탁운용,-10.89,CSI 300 Index,3.01,5832001634,-1.6,매우높음,합성(패시브),0.5,배당소득세(보유기간과세)
272910,ACE 중장기국공채액티브,2017.6.29,채권-국공채-중기,한국투자신탁운용,6.14,KIS 종합채권국공채1-10Y지수,0.23,37667847405,0.07,매우낮음,실물(액티브),0.08,배당소득세(보유기간과세)
371870,ACE 차이나항셍테크,2020.12.16,주식-업종섹터-업종테마,한국투자신탁운용,-4.51,Hang Seng TECH Index,0.61,5442262296,-0.78,매우높음,실물(패시브),0.25,배당소득세(보유기간과세)
354500,ACE 코스닥150,2020.5.7,주식-시장대표,한국투자신탁운용,-5.55,코스닥 150,0.1,21991828057,-0.29,매우높음,실물(패시브),0.02,비과세
305050,ACE 코스피,2018.10.5,주식-시장대표,한국투자신탁운용,8.91,코스피,0.53,7282367854,-0.34,보통,실물(패시브),0.02,비과세
457480,ACE 테슬라밸류체인액티브,2023.5.16,주식-업종섹터-업종테마,한국투자신탁운용,-7.46,Bloomberg EV Supporters Plus Tesla Price Return Index,22.68,3.64618E+11,0.01,매우높음,실물(액티브),0.29,배당소득세(보유기간과세)
469170,ACE 포스코그룹포커스,2023.10.17,주식-전략-기업그룹,한국투자신탁운용,0,FnGuide 포스코그룹포커스 지수(시장가격),0.74,42285086279,-0.47,매우높음,실물(패시브),0.3,비과세
261920,ACE 필리핀MSCI(합성),2016.12.28,주식-시장대표,한국투자신탁운용,3.36,MSCI Philippines IMI Index,0.12,5466177936,-0.99,낮음,합성(패시브),0.5,배당소득세(보유기간과세)
152100,ARIRANG 200,2012.1.10,주식-시장대표,한화자산운용,13.34,코스피 200,0.62,7.07857E+11,-0.24,보통,실물(패시브),0.017,비과세
253150,ARIRANG 200선물레버리지,2016.9.29,주식-시장대표,한화자산운용,23.47,코스피 200 선물지수,0.76,9908115784,-0.37,매우높음,실물(패시브),0.06,배당소득세(보유기간과세)
253160,ARIRANG 200선물인버스2X,2016.9.22,주식-시장대표,한화자산운용,-24.42,코스피 200 선물지수,0.37,6023769078,0.27,매우높음,실물(패시브),0.06,배당소득세(보유기간과세)
395750,ARIRANG ESG가치주액티브,2021.7.30,주식-전략-전략테마,한화자산운용,10.63,FnGuide 한화 ESG 가치 지수,2.27,10442253334,-0.28,보통,실물(액티브),0.105,배당소득세(보유기간과세)
395760,ARIRANG ESG성장주액티브,2021.7.30,주식-전략-전략테마,한화자산운용,12.02,FnGuide 한화 ESG 성장 지수,3.14,7407114829,0.12,보통,실물(액티브),0.105,배당소득세(보유기간과세)
436180,ARIRANG K-유니콘투자기업액티브,2022.7.13,주식-전략-전략테마,한화자산운용,10.07,FnGuide K-유니콘 투자기업 지수,2.21,3140533158,-0.32,보통,실물(액티브),0.45,배당소득세(보유기간과세)
453010,ARIRANG KOFR금리,2023.3.14,기타,한화자산운용,3.53,KOFR 지수,0.24,81649281351,-0.01,매우낮음,실물(패시브),0.05,배당소득세(보유기간과세)
333940,ARIRANG KS로우볼가중TR,2019.9.5,주식-전략-변동성,한화자산운용,23.29,FnGuide KS 로우볼 가중 TR 지수,0.47,8118981794,0.06,보통,실물(패시브),0.25,배당소득세(보유기간과세)
333950,ARIRANG KS로우사이즈가중TR,2019.9.5,주식-전략-혼합/퀀트,한화자산운용,7.97,FnGuide KS 로우사이즈 가중 TR 지수,0.28,8583165600,0.17,보통,실물(패시브),0.25,배당소득세(보유기간과세)
333960,ARIRANG KS모멘텀가중TR,2019.9.5,주식-전략-성장,한화자산운용,15.95,FnGuide KS 모멘텀 가중 TR 지수,0.35,9064887716,0.14,높음,실물(패시브),0.25,배당소득세(보유기간과세)
333970,ARIRANG KS밸류가중TR,2019.9.5,주식-전략-가치,한화자산운용,17.32,FnGuide KS 밸류 가중 TR 지수,0.45,8724584103,0.15,보통,실물(패시브),0.25,배당소득세(보유기간과세)
333980,ARIRANG KS퀄리티가중TR,2019.9.5,주식-전략-혼합/퀀트,한화자산운용,13.66,FnGuide KS 퀄리티 가중 TR 지수,0.32,1598271511,-0.3,보통,실물(패시브),0.25,배당소득세(보유기간과세)
429740,ARIRANG K리츠Fn,2022.5.24,부동산-리츠,한화자산운용,2.96,FnGuide 리츠 지수,0.44,7877721049,-0.17,낮음,실물(패시브),0.25,비과세(분리과세부동산ETF)
449450,ARIRANG K방산Fn,2023.1.5,주식-업종섹터-업종테마,한화자산운용,37,FnGuide K-방위산업 지수,0.22,1.50168E+11,-0.09,매우높음,실물(패시브),0.45,비과세
269530,ARIRANG S&P글로벌인프라,2017.5.16,주식-업종섹터,한화자산운용,16.37,S&P Global Infrastructure Index,2.98,7814507590,-0.6,낮음,실물(패시브),0.3,배당소득세(해외주식투자전용ETF)
433850,ARIRANG TDF2030액티브,2022.6.30,혼합자산-주식+채권,한화자산운용,14.17,Morningstar Korea Lifetime Allocation Moderate 2030 Index (Gross Return),2.37,2377916748,-0.04,매우낮음,실물(액티브),0.14,배당소득세(보유기간과세)
433860,ARIRANG TDF2040액티브,2022.6.30,혼합자산-주식+채권,한화자산운용,17.26,Morningstar Korea Lifetime Allocation Moderate 2040 Index (Gross Return),2.21,2572072407,0.14,낮음,실물(액티브),0.16,배당소득세(보유기간과세)
433870,ARIRANG TDF2050액티브,2022.6.30,혼합자산-주식+채권,한화자산운용,23.75,Morningstar Korea Lifetime Allocation Moderate 2050 Index (Gross Return),3.37,2361693279,0.07,낮음,실물(액티브),0.18,배당소득세(보유기간과세)
433880,ARIRANG TDF2060액티브,2022.6.30,혼합자산-주식+채권,한화자산운용,26.12,Morningstar Korea Lifetime Allocation Moderate 2060 Index (Gross Return),4.15,4827764771,0.12,낮음,실물(액티브),0.2,배당소득세(보유기간과세)
251590,ARIRANG 고배당저변동50,2016.8.11,주식-전략-배당,한화자산운용,21.05,FnGuide 고배당저변동50 지수,1.03,6970161867,-0.18,낮음,실물(패시브),0.23,비과세
161510,ARIRANG 고배당주,2012.8.29,주식-전략-배당,한화자산운용,37.63,FnGuide 배당주 지수,2.11,4.22908E+11,0.01,보통,실물(패시브),0.23,비과세
251600,ARIRANG 고배당주채권혼합,2016.8.11,혼합자산-주식+채권,한화자산운용,17.67,FnGuide 고배당 채권혼합 지수,0.86,32402352281,-0.06,매우낮음,실물(패시브),0.2,배당소득세(보유기간과세)
461460,ARIRANG 국고채10년액티브,2023.7.18,채권-국공채-장기,한화자산운용,7.48,KAP 국고채 10년 동일가중 지수(총수익),0.17,1.76838E+11,0.03,매우낮음,실물(액티브),0.045,배당소득세(보유기간과세)
451600,ARIRANG 국고채30년액티브,2023.2.7,채권-국공채-장기,한화자산운용,15.11,KAP 국고채 30년 지수(총수익),0.3,1.4957E+11,0.09,낮음,실물(액티브),0.05,배당소득세(보유기간과세)
289670,ARIRANG 국채선물10년,2018.2.7,채권-국공채-장기,한화자산운용,6.08,10년국채선물지수,0.28,7418527860,-0.01,매우낮음,실물(패시브),0.05,배당소득세(보유기간과세)
298340,ARIRANG 국채선물3년,2018.6.8,채권-국공채-중기,한화자산운용,4.18,국채선물지수,0.17,6631077741,-0.06,매우낮음,실물(패시브),0.1,배당소득세(보유기간과세)
442580,ARIRANG 글로벌HBM반도체,2022.9.22,주식-업종섹터-업종테마,한화자산운용,61.33,iSelect 글로벌HBM반도체 지수,2.39,8434500852,0.42,매우높음,실물(패시브),0.5,배당소득세(보유기간과세)
189400,ARIRANG 글로벌MSCI(합성 H),2013.12.10,주식-시장대표,한화자산운용,17.3,MSCI ACWI Index,0.37,5818061313,-0.2,낮음,합성(패시브),0.4,배당소득세(보유기간과세)
419650,ARIRANG 글로벌수소&차세대연료전지MV,2022.2.15,주식-업종섹터-업종테마,한화자산운용,-34.98,BlueStar Hydrogen and NextGen Fuel Cell Index (시장가격),5.89,11180766230,-0.59,매우높음,실물(패시브),0.5,배당소득세(보유기간과세)
