종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
465580,ACE 미국빅테크TOP7 Plus,2023.9.12,주식-업종섹터-업종테마,한국투자신탁운용,0,Solactive US Big Tech Top 7 Plus Price Return Index,0.15,4.44994E+11,0.9,높음,실물(패시브),0.3,배당소득세(보유기간과세)
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),2023.9.12,주식-업종섹터-업종테마,한국투자신탁운용,0,Solactive US Big Tech Top 7 Plus Price Return Index,0.38,58619574777,1.4,매우높음,합성(패시브),0.6,배당소득세(보유기간과세)
465620,ACE 미국빅테크TOP7 Plus인버스(합성),2023.9.12,주식-업종섹터-업종테마,한국투자신탁운용,0,Solactive US Big Tech Top 7 Plus Price Return Index,0.55,2476003347,-0.24,높음,합성(패시브),0.6,배당소득세(보유기간과세)
391590,ACE 미국스팩&IPO INDXX,2021.8.5,주식-전략-전략테마,한국투자신탁운용,-9.73,Indxx SPAC & NEXTGEN IPO Price return Index,3.56,1068575748,-2.77,높음,실물(패시브),0.7,배당소득세(보유기간과세)
473590,ACE 미국주식베스트셀러,2023.12.27,주식-전략-전략테마,한국투자신탁운용,0,FnGuide 미국 주식 베스트셀러 지수(시장가격지수),0.59,15838248149,0.74,높음,실물(패시브),0.3,배당소득세(보유기간과세)
391600,ACE 미국친환경그린테마INDXX,2021.8.5,주식-전략-전략테마,한국투자신탁운용,-12.92,Indxx US Green Infrastructure Price return Index,0.53,19163446103,-1.58,높음,실물(패시브),0.7,배당소득세(보유기간과세)
455660,ACE 미국하이일드액티브(H),2023.4.18,채권-회사채-중기,한국투자신탁운용,0.65,Markit iBoxx USD Liquid High Yield Total Return Index,3.03,9064618333,-0.42,매우낮음,실물(액티브),0.24,배당소득세(보유기간과세)
245710,ACE 베트남VN30(합성),2016.7.1,주식-시장대표,한국투자신탁운용,12.24,VN30 Index(PR),0.22,2.98042E+11,-1.64,보통,합성(패시브),0.7,배당소득세(보유기간과세)
371130,ACE 베트남VN30선물블룸버그레버리지(H),2020.11.25,주식-시장대표,한국투자신탁운용,8.1,Bloomberg VN30 Futures Excess Return Index,3.42,6914836414,-1.52,매우높음,실물(패시브),0.7,배당소득세(보유기간과세)
316300,ACE 싱가포르리츠,2019.1.29,부동산-리츠,한국투자신탁운용,2.86,Morningstar Singapore REIT Yield Focus Index(PR),1.14,6315295663,-0.4,낮음,실물(패시브),0.4,배당소득세(분리과세부동산ETF)
483320,ACE 엔비디아밸류체인액티브,2024.6.11,주식-업종섹터-업종테마,한국투자신탁운용,0,KEDI 글로벌AI반도체 지수,14.77,1.30253E+11,2.85,매우높음,실물(액티브),0.45,배당소득세(보유기간과세)
256440,ACE 인도네시아MSCI(합성),2016.11.1,주식-시장대표,한국투자신탁운용,-5.66,MSCI Indonesia Index,0.31,48552744631,0.16,낮음,합성(패시브),0.7,배당소득세(보유기간과세)
238720,ACE 일본Nikkei225(H),2016.3.3,주식-시장대표,한국투자신탁운용,28.24,Nikkei 225,1.03,29031630523,-2.23,보통,실물(패시브),0.3,배당소득세(해외주식투자전용ETF)
196030,ACE 일본TOPIX레버리지(H),2014.6.16,주식-시장대표,한국투자신탁운용,68.85,TOPIX,4.29,24959824763,-2.72,매우높음,실물(패시브),0.5,배당소득세(보유기간과세)
205720,ACE 일본TOPIX인버스(합성 H),2014.9.29,주식-시장대표,한국투자신탁운용,-25.41,TOPIX,1.34,6385045145,0.99,보통,합성(패시브),0.5,배당소득세(보유기간과세)
469160,ACE 일본반도체,2023.10.17,주식-업종섹터-업종테마,한국투자신탁운용,0,Bloomberg Japan Semiconductor Select Top 25 Index(Price Return),0.68,37945108398,-4,높음,실물(패시브),0.45,배당소득세(보유기간과세)
416090,ACE 중국과창판STAR50,2022.1.13,주식-시장대표,한국투자신탁운용,-21.06,STAR 50 Index(Price Return),0.78,4395665997,-1.45,높음,실물(패시브),0.5,배당소득세(보유기간과세)
168580,ACE 중국본토CSI300,2012.11.29,주식-시장대표,한국투자신탁운용,-0.93,CSI 300 Index,1.51,1.08444E+11,0.03,낮음,실물(패시브),0.7,배당소득세(해외주식투자전용ETF)
219900,ACE 중국본토CSI300레버리지(합성),2015.5.28,주식-시장대표,한국투자신탁운용,-10.89,CSI 300 Index,3.01,5832001634,-1.6,매우높음,합성(패시브),0.5,배당소득세(보유기간과세)
371870,ACE 차이나항셍테크,2020.12.16,주식-업종섹터-업종테마,한국투자신탁운용,-4.51,Hang Seng TECH Index,0.61,5442262296,-0.78,매우높음,실물(패시브),0.25,배당소득세(보유기간과세)
457480,ACE 테슬라밸류체인액티브,2023.5.16,주식-업종섹터-업종테마,한국투자신탁운용,-7.46,Bloomberg EV Supporters Plus Tesla Price Return Index,22.68,3.64618E+11,0.01,매우높음,실물(액티브),0.29,배당소득세(보유기간과세)
261920,ACE 필리핀MSCI(합성),2016.12.28,주식-시장대표,한국투자신탁운용,3.36,MSCI Philippines IMI Index,0.12,5466177936,-0.99,낮음,합성(패시브),0.5,배당소득세(보유기간과세)
269530,ARIRANG S&P글로벌인프라,2017.5.16,주식-업종섹터,한화자산운용,16.37,S&P Global Infrastructure Index,2.98,7814507590,-0.6,낮음,실물(패시브),0.3,배당소득세(해외주식투자전용ETF)
442580,ARIRANG 글로벌HBM반도체,2022.9.22,주식-업종섹터-업종테마,한화자산운용,61.33,iSelect 글로벌HBM반도체 지수,2.39,8434500852,0.42,매우높음,실물(패시브),0.5,배당소득세(보유기간과세)
189400,ARIRANG 글로벌MSCI(합성 H),2013.12.10,주식-시장대표,한화자산운용,17.3,MSCI ACWI Index,0.37,5818061313,-0.2,낮음,합성(패시브),0.4,배당소득세(보유기간과세)
419650,ARIRANG 글로벌수소&차세대연료전지MV,2022.2.15,주식-업종섹터-업종테마,한화자산운용,-34.98,BlueStar Hydrogen and NextGen Fuel Cell Index (시장가격),5.89,11180766230,-0.59,매우높음,실물(패시브),0.5,배당소득세(보유기간과세)
438210,ARIRANG 글로벌인공지능산업MV,2022.8.17,주식-업종섹터-업종테마,한화자산운용,17.07,BlueStar Artificial Intelligence Index(시장가격),1.27,3736133711,0.21,보통,실물(패시브),0.5,배당소득세(보유기간과세)
415920,ARIRANG 글로벌희토류전략자원기업MV,2022.1.18,주식-업종섹터-업종테마,한화자산운용,-48.2,MVIS Global Rare Earth/Strategic Metals Index (Price Return),7.15,2524672419,1.12,매우높음,실물(패시브),0.5,배당소득세(보유기간과세)
429760,ARIRANG 미국S&P500,2022.5.31,주식-시장대표,한화자산운용,34.09,S&P 500,0.6,20179720902,0.28,낮음,실물(패시브),0.07,배당소득세(보유기간과세)
269540,ARIRANG 미국S&P500(H),2017.5.16,주식-시장대표,한화자산운용,22.83,S&P 500,1,68346123446,0.23,낮음,실물(패시브),0.3,배당소득세(해외주식투자전용ETF)
287180,ARIRANG 미국나스닥테크,2017.12.13,주식-업종섹터-업종테마,한화자산운용,40.24,NASDAQ 100 Technology Sector Index,0.19,29991510018,0.36,보통,실물(패시브),0.5,배당소득세(해외주식투자전용ETF)
213630,ARIRANG 미국다우존스고배당주(합성 H),2015.1.26,주식-전략-배당,한화자산운용,13.46,Dow Jones U.S Select Dividend Index(시장가격지수),0.83,14241849209,1.34,낮음,합성(패시브),0.4,배당소득세(보유기간과세)
332610,ARIRANG 미국단기회사채(AAA~A),2019.8.20,채권-회사채-단기,한화자산운용,15.09,ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),0.62,29800529405,-0.2,매우낮음,실물(패시브),0.315,배당소득세(보유기간과세)
456200,ARIRANG 미국달러SOFR금리액티브(합성),2023.5.9,기타,한화자산운용,15.07,Solactive SOFR Daily Total Return Index,0.04,8248348745,-0.36,매우낮음,합성(액티브),0.09,배당소득세(보유기간과세)
426410,ARIRANG 미국대체투자Top10MV,2022.5.11,주식-업종섹터-업종테마,한화자산운용,51.23,BlueStar Top 10 US Listed Alternative Asset Managers Index (시장가격),2.93,3585148299,0.86,보통,실물(패시브),0.5,배당소득세(보유기간과세)
332620,ARIRANG 미국장기우량회사채,2019.8.20,채권-회사채-장기,한화자산운용,10.73,ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),3.79,31507351730,-0.27,낮음,실물(패시브),0.315,배당소득세(보유기간과세)
464470,ARIRANG 미국채30년액티브,2023.8.22,채권-국공채-장기,한화자산운용,0,ICE U.S. Treasury 20+ Year Bond Index(Total Return),3.96,39012213599,-0.1,보통,실물(액티브),0.15,배당소득세(보유기간과세)
461900,ARIRANG 미국테크10iSelect,2023.7.18,주식-업종섹터-업종테마,한화자산운용,55.33,iSelect 미국 Tech 10 지수,0.28,10845125971,0.66,보통,실물(패시브),0.01,배당소득세(보유기간과세)
461910,ARIRANG 미국테크10레버리지iSelect(합성),2023.7.18,주식-업종섹터-업종테마,한화자산운용,121.67,iSelect 미국 Tech 10 지수,7.48,11007752761,1.54,매우높음,합성(패시브),0.5,배당소득세(보유기간과세)
195970,ARIRANG 선진국MSCI(합성 H),2014.5.13,주식-시장대표,한화자산운용,10.33,MSCI EAFE Index,0.73,15218506350,-0.23,보통,합성(패시브),0.5,배당소득세(보유기간과세)
195980,ARIRANG 신흥국MSCI(합성 H),2014.5.13,주식-시장대표,한화자산운용,8,MSCI EM Index,0.57,73341153615,-1.38,보통,합성(패시브),0.5,배당소득세(보유기간과세)
373530,ARIRANG 신흥국MSCI인버스(합성 H),2020.12.16,주식-시장대표,한화자산운용,-3.84,MSCI EM Index,1.84,5552037009,-0.35,낮음,합성(패시브),0.5,배당소득세(보유기간과세)
256450,ARIRANG 심천차이넥스트(합성),2016.11.8,주식-시장대표,한화자산운용,-17.83,SZSE ChiNext Price Index,0.94,3648881745,-0.24,높음,합성(패시브),0.5,배당소득세(보유기간과세)
464920,ARIRANG 일본반도체소부장Solactive,2023.8.31,주식-업종섹터-업종테마,한화자산운용,0,Solactive Japan Semiconductor Materials and Equipment Index PR,0.74,52221856796,-5.14,매우높음,실물(패시브),0.5,배당소득세(보유기간과세)
473640,HANARO 글로벌금채굴기업,2024.1.18,주식-업종섹터-업종테마,엔에이치아문디자산운용,0,NYSE Arca Gold Miners Index (Price Return),2.29,7608026045,-0.24,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
354350,HANARO 글로벌럭셔리S&P(합성),2020.5.12,주식-전략-전략테마,엔에이치아문디자산운용,-2.55,S&P Global Luxury Index,0.39,31955427079,-0.12,낮음,합성(패시브),0.5,배당소득세(보유기간과세)
464060,HANARO 글로벌반도체TOP10 SOLACTIVE,2023.8.1,주식-업종섹터-업종테마,엔에이치아문디자산운용,0,Solactive Semiconductor Top 10 Index PR,0.33,9256845548,0.53,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
432850,HANARO 글로벌백신치료제MSCI,2022.6.8,주식-전략-전략테마,엔에이치아문디자산운용,25.17,MSCI World IMI Virology Select Index,1.47,4892655060,-0.38,보통,실물(패시브),0.5,배당소득세(보유기간과세)
461340,HANARO 글로벌생성형AI액티브,2023.7.11,주식-업종섹터-업종테마,엔에이치아문디자산운용,52.9,Solactive United States Technology 100 Index(Price Return),11.61,13670651156,2.37,높음,실물(액티브),0.6,배당소득세(보유기간과세)
448510,HANARO 글로벌신재생에너지MSCI(합성),2022.11.30,주식-전략-전략테마,엔에이치아문디자산운용,-19.43,MSCI ACWI IMI New Energy ESG Filtered (Price Return),0.25,4033206604,0.64,높음,합성(패시브),0.5,배당소득세(보유기간과세)
424460,HANARO 글로벌워터MSCI(합성),2022.4.19,주식-전략-전략테마,엔에이치아문디자산운용,26.8,MSCI ACWI IMI Water ESG Filtered (Price Return),0.25,8137684545,-0.24,낮음,합성(패시브),0.5,배당소득세(보유기간과세)
401590,HANARO 글로벌탄소배출권선물ICE(합성),2021.9.30,기타,엔에이치아문디자산운용,-11.79,ICE Global Carbon Futures Index(Excess Return),0.37,9402917597,-0.23,매우높음,합성(패시브),0.5,배당소득세(보유기간과세)
432840,HANARO 미국S&P500,2022.6.8,주식-시장대표,엔에이치아문디자산운용,35.29,S&P 500,0.22,8701964421,0.32,낮음,실물(패시브),0.045,배당소득세(보유기간과세)
419170,HANARO 미국메타버스iSelect,2022.2.22,주식-업종섹터-업종테마,엔에이치아문디자산운용,33.44,iSelect US 메타버스 지수(시장가격),0.24,5938151581,0.54,보통,실물(패시브),0.49,배당소득세(보유기간과세)
472490,HANARO 미국애그테크,2023.11.28,주식-업종섹터-업종테마,엔에이치아문디자산운용,0,iSelect 미국 애그테크 지수 (PR),0.44,3319052265,-0.53,높음,실물(패시브),0.4,배당소득세(보유기간과세)
456100,HANARO 유로존국채25년플러스(합성 H),2023.5.16,채권-국공채-장기,엔에이치아문디자산운용,2.74,Bloomberg Euro Treasury 50bn 25+ Year Bond Index,0.04,3149002606,-0.01,보통,합성(패시브),0.2,배당소득세(보유기간과세)
483570,KCGI 미국S&P500 TOP10,2024.5.28,주식-규모-대형주,케이씨지아이자산운용,0,S&P500 Top10 25% Capped Index(PR),0.45,11334031197,0.01,보통,실물(패시브),0.36,배당소득세(보유기간과세)
271060,KODEX 3대농산물선물(H),2017.6.13,원자재-농산물-혼합,삼성자산운용,-27.19,S&P GSCI Grains Select Index ER,1.31,25716646051,-0.03,보통,실물(패시브),0.51,배당소득세(보유기간과세)
291890,KODEX MSCI EM선물(H),2018.3.23,주식-시장대표,삼성자산운용,5.83,iEdge Emerging Markets Futures Index(ER),0.58,5947033394,0.46,보통,실물(패시브),0.41,배당소득세(보유기간과세)
269420,KODEX S&P글로벌인프라(합성),2017.5.16,주식-업종섹터,삼성자산운용,18.74,S&P Global Infrastructure Index,0.36,27758965143,-0.21,보통,합성(패시브),0.22,배당소득세(보유기간과세)
261220,KODEX WTI원유선물(H),2016.12.27,원자재-에너지-원유,삼성자산운용,20.12,S&P GSCI Crude Oil Index ER,0.83,55550255006,0.86,매우높음,실물(패시브),0.31,배당소득세(보유기간과세)
271050,KODEX WTI원유선물인버스(H),2017.6.13,원자재-에너지-원유,삼성자산운용,-19.19,S&P GSCI Crude Oil Index ER,1.11,46079578836,-0.67,매우높음,실물(패시브),0.35,배당소득세(보유기간과세)
468370,KODEX iShares미국인플레이션국채액티브,2023.10.19,채권-국공채,삼성자산운용,0,ICE U.S. Treasury Inflation Linked Bond Index(Total Return),0.76,7943669079,0,매우낮음,실물(액티브),0.1,배당소득세(보유기간과세)
468630,KODEX iShares미국투자등급회사채액티브,2023.10.19,채권-회사채,삼성자산운용,0,Markit iBoxx USD Liquid Investment Grade Index(Total Return),1.77,16101009489,-0.06,매우낮음,실물(액티브),0.1,배당소득세(보유기간과세)
468380,KODEX iShares미국하이일드액티브,2023.10.19,채권-회사채,삼성자산운용,0,ICE BofAML US HY Constrained Index(Total Return),3.14,24900974424,0.06,매우낮음,실물(액티브),0.15,배당소득세(보유기간과세)
132030,KODEX 골드선물(H),2010.10.1,원자재-금속-금,삼성자산운용,21.02,S&P GSCI Gold Index(TR),0.65,1.5806E+11,0.57,낮음,실물(패시브),0.6,배당소득세(보유기간과세)
280940,KODEX 골드선물인버스(H),2017.11.9,원자재-금속-금,삼성자산운용,-15.23,S&P GSCI GOLD Index Excess Return,1.43,2645140293,-0.14,보통,실물(패시브),0.41,배당소득세(보유기간과세)
138910,KODEX 구리선물(H),2011.3.15,원자재-금속-구리,삼성자산운용,11.18,S&P GSCI North American Copper Index(TR),1.34,13717555151,-0.14,보통,실물(패시브),0.6,배당소득세(보유기간과세)
476070,KODEX 글로벌비만치료제TOP2 Plus,2024.2.14,주식-업종섹터-업종테마,삼성자산운용,0,iSelect 글로벌 비만치료제TOP2 Plus 지수(PR),0.56,1.07104E+11,0.63,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
321410,KODEX 멀티에셋하이인컴(H),2019.6.5,혼합자산,삼성자산운용,4.23,Morningstar Multi-Asset High Income 10% Capped Index,1.68,4892100974,-0.45,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
308620,KODEX 미국10년국채선물,2018.10.19,채권-국공채-장기,삼성자산운용,6.87,S&P 10-Year U.S. Treasury Note Futures KRW(ER),1.76,52202457328,-0.09,매우낮음,실물(패시브),0.09,배당소득세(보유기간과세)
481060,KODEX 미국30년국채+12%프리미엄(합성 H),2024.4.30,채권-국공채-장기,삼성자산운용,0,Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR),0.26,1.78514E+11,-0.14,낮음,합성(패시브),0.25,배당소득세(보유기간과세)
484790,KODEX 미국30년국채액티브(H),2024.6.18,채권-국공채-장기,삼성자산운용,0,KEDI-KAP 미국 국채 20+ 지수(TR),3.08,2.10947E+11,-0.2,낮음,실물(액티브),0.015,배당소득세(보유기간과세)
304660,KODEX 미국30년국채울트라선물(H),2018.9.12,채권-국공채-장기,삼성자산운용,-6.75,S&P Ultra T-Bond Futures Index(ER),0.47,3.34259E+11,-0.35,보통,실물(패시브),0.26,배당소득세(보유기간과세)
304670,KODEX 미국30년국채울트라선물인버스(H),2018.9.12,채권-국공채-장기,삼성자산운용,8.41,S&P Ultra T-Bond Futures Index(ER),1.4,6673519604,0.2,보통,실물(패시브),0.26,배당소득세(보유기간과세)
487230,KODEX 미국AI전력핵심인프라,2024.7.9,주식-업종섹터-업종테마,삼성자산운용,0,iSelect 미국AI전력핵심인프라 지수(Price Return),1.84,37150596771,-0.01,매우높음,실물(패시브),0.45,배당소득세(보유기간과세)
485540,KODEX 미국AI테크TOP10,2024.6.25,주식-업종섹터-업종테마,삼성자산운용,0,KEDI 미국AI테크 TOP10 지수(PR),0.25,75356624158,0.85,매우높음,실물(패시브),0.3,배당소득세(보유기간과세)
483280,KODEX 미국AI테크TOP10+15%프리미엄,2024.5.28,주식-전략-구조화,삼성자산운용,0,KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return),1.91,2.62299E+11,0.59,보통,실물(패시브),0.39,배당소득세(보유기간과세)
428560,KODEX 미국ETF산업Top10 Indxx,2022.5.17,주식-업종섹터-업종테마,삼성자산운용,31.67,Indxx US ETF Industry Top10 Index(Price Return),0.3,8855466211,0.28,낮음,실물(패시브),0.5,배당소득세(보유기간과세)
449180,KODEX 미국S&P500(H),2022.12.2,주식-시장대표,삼성자산운용,20.31,S&P 500,0.23,2.87655E+11,0.34,낮음,실물(패시브),0.009,배당소득세(보유기간과세)
379800,KODEX 미국S&P500TR,2021.4.9,주식-시장대표,삼성자산운용,37.48,S&P 500 Total Return Index,0.16,1.56305E+12,0.36,낮음,실물(패시브),0.009,배당소득세(보유기간과세)
453660,KODEX 미국S&P500경기소비재,2023.3.21,주식-업종섹터-경기소비재,삼성자산운용,21.75,S&P Consumer Discretionary Select Sector Index(Price Return),0.29,11493624994,0.13,보통,실물(패시브),0.25,배당소득세(보유기간과세)
453650,KODEX 미국S&P500금융,2023.3.21,주식-업종섹터-금융,삼성자산운용,40.54,S&P Financial Select Sector Index(Price Return),0.23,15086695847,0.42,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),2017.8.10,주식-전략-구조화,삼성자산운용,-8.44,S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,0.15,39492600556,-0.63,매우낮음,합성(패시브),0.26,배당소득세(보유기간과세)
200030,KODEX 미국S&P500산업재(합성),2014.6.12,주식-업종섹터-산업재,삼성자산운용,27.81,S&P Select Sector Industrial Index,0.11,17154505151,0.26,낮음,합성(패시브),0.21,배당소득세(보유기간과세)
219480,KODEX 미국S&P500선물(H),2015.5.29,주식-시장대표,삼성자산운용,20.33,S&P 500 Futures Total Return Index,0.55,1.40529E+11,0.29,낮음,실물(패시브),0.05,배당소득세(보유기간과세)
218420,KODEX 미국S&P500에너지(합성),2015.4.28,주식-업종섹터-에너지화학,삼성자산운용,25.71,S&P Select Sector Energy Index,0.14,52226393856,0.18,높음,합성(패시브),0.21,배당소득세(보유기간과세)
463640,KODEX 미국S&P500유틸리티,2023.8.1,주식-업종섹터-업종테마,삼성자산운용,0,S&P Utilities Select Sector Index(Price Return),0.44,26780120887,-0.27,보통,실물(패시브),0.25,배당소득세(보유기간과세)
463690,KODEX 미국S&P500커뮤니케이션,2023.8.1,주식-업종섹터-커뮤니케이션서비스,삼성자산운용,0,S&P Communication Services Select Sector Index(Price Return),0.32,12126500209,0.23,보통,실물(패시브),0.25,배당소득세(보유기간과세)
463680,KODEX 미국S&P500테크놀로지,2023.8.1,주식-업종섹터-정보기술,삼성자산운용,0,S&P Technology Select Sector Index(Price Return),0.19,18379733599,0.11,보통,실물(패시브),0.25,배당소득세(보유기간과세)
453630,KODEX 미국S&P500필수소비재,2023.3.21,주식-업종섹터-생활소비재,삼성자산운용,18.93,S&P Consumer Staples Select Sector Index(Price Return),0.55,11115206499,0.43,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
